Task_ID,Task_Type,Weather,Operator_Skill,Machine_Age_yrs,Estimated_Time_min,Actual_Time_min
T1377,Trenching,Sunny,Intermediate,7,50.9,56.1
T1378,Material Loading,Cloudy,Intermediate,2,27.0,29.8
T1379,Trenching,Sunny,Intermediate,8,45.8,52.6
T1380,Material Loading,Rainy,Beginner,7,36.7,68.7
T1381,Earth Excavation,Sunny,Intermediate,9,62.3,79.8
T1382,Trenching,Sunny,Intermediate,6,50.0,61.3
T1383,Demolition,Rainy,Expert,4,96.1,99.6
T1384,Earth Excavation,Rainy,Intermediate,6,63.6,79.4
T1385,Material Loading,Cloudy,Intermediate,4,34.7,39.6
T1386,Trenching,Rainy,Intermediate,7,48.7,62.5
T1387,Grading,Windy,Beginner,9,39.9,52.0
T1388,Earth Excavation,Sunny,Expert,3,59.6,57.0
T1389,Demolition,Sunny,Intermediate,3,97.3,101.7
T1390,Trenching,Sunny,Intermediate,2,48.2,51.4
T1391,Earth Excavation,Sunny,Intermediate,1,62.1,61.5
T1392,Earth Excavation,Rainy,Beginner,1,62.8,78.5
T1393,Earth Excavation,Cloudy,Expert,3,59.5,55.9
T1394,Material Loading,Sunny,Intermediate,7,36.3,37.4
T1395,Trenching,Windy,Intermediate,9,54.2,60.4
T1396,Grading,Cloudy,Beginner,2,31.9,49.0
T1397,Trenching,Sunny,Intermediate,7,50.1,52.8
T1398,Earth Excavation,Sunny,Expert,1,60.7,58.4
T1399,Material Loading,Sunny,Intermediate,2,29.4,35.1
T1400,Grading,Sunny,Intermediate,6,34.7,46.7
T1401,Earth Excavation,Sunny,Beginner,5,65.7,87.9
T1402,Earth Excavation,Rainy,Intermediate,8,64.6,84.3
T1403,Earth Excavation,Sunny,Intermediate,2,60.4,61.5
T1404,Grading,Sunny,Intermediate,1,37.1,39.1
T1405,Material Loading,Windy,Intermediate,7,33.1,38.7
T1406,Material Loading,Cloudy,Intermediate,6,30.9,40.3
T1407,Grading,Windy,Intermediate,8,39.4,59.5
T1408,Grading,Sunny,Expert,8,38.9,36.4
T1409,Material Loading,Sunny,Intermediate,2,25.7,27.5
T1410,Demolition,Rainy,Intermediate,8,92.1,107.0
T1411,Earth Excavation,Sunny,Intermediate,6,59.2,65.2
T1412,Earth Excavation,Sunny,Intermediate,9,59.5,68.4
T1413,Earth Excavation,Cloudy,Intermediate,7,64.9,81.8
T1414,Earth Excavation,Cloudy,Expert,2,59.0,56.0
T1415,Material Loading,Sunny,Intermediate,8,37.1,46.9
T1416,Demolition,Rainy,Intermediate,9,89.0,100.5
T1417,Earth Excavation,Sunny,Intermediate,7,62.6,70.8
T1418,Earth Excavation,Sunny,Intermediate,4,60.2,70.1
T1419,Trenching,Sunny,Beginner,9,44.8,60.3
T1420,Demolition,Sunny,Expert,4,92.0,99.6
T1421,Trenching,Sunny,Intermediate,4,42.5,45.4
T1422,Material Loading,Windy,Intermediate,9,35.2,45.8
T1423,Earth Excavation,Rainy,Intermediate,8,66.2,82.4
T1424,Earth Excavation,Cloudy,Intermediate,4,62.8,74.5
T1425,Demolition,Sunny,Intermediate,8,95.2,98.6
T1426,Demolition,Sunny,Intermediate,8,97.1,102.6
T1427,Earth Excavation,Sunny,Beginner,7,63.4,74.6
T1428,Demolition,Sunny,Intermediate,10,92.5,95.3
T1429,Material Loading,Sunny,Intermediate,6,31.2,30.0
T1430,Demolition,Cloudy,Intermediate,8,92.2,105.7
T1431,Trenching,Cloudy,Intermediate,7,45.4,56.5
T1432,Material Loading,Rainy,Intermediate,5,34.9,57.0
T1433,Material Loading,Rainy,Intermediate,4,33.6,56.3
T1434,Material Loading,Windy,Intermediate,2,26.0,34.8
T1435,Earth Excavation,Sunny,Beginner,8,61.5,80.3
T1436,Earth Excavation,Sunny,Expert,9,61.2,63.5
T1437,Trenching,Sunny,Intermediate,4,48.0,48.3
T1438,Grading,Cloudy,Intermediate,4,40.2,50.7
T1439,Earth Excavation,Windy,Intermediate,5,63.8,76.1
T1440,Material Loading,Sunny,Beginner,2,28.9,37.4
T1441,Demolition,Cloudy,Intermediate,7,92.5,99.3
T1442,Earth Excavation,Cloudy,Beginner,5,58.3,67.8
T1443,Material Loading,Sunny,Beginner,6,29.1,43.8
T1444,Trenching,Sunny,Intermediate,4,49.5,57.8
T1445,Demolition,Sunny,Intermediate,8,98.3,100.2
T1446,Earth Excavation,Windy,Expert,8,61.9,70.4
T1447,Grading,Sunny,Intermediate,5,37.6,41.7
T1448,Grading,Cloudy,Intermediate,6,40.2,50.4
T1449,Demolition,Sunny,Intermediate,3,86.5,87.0
T1450,Grading,Cloudy,Beginner,1,32.4,42.7
T1451,Material Loading,Sunny,Intermediate,9,40.5,44.3
T1452,Material Loading,Rainy,Intermediate,9,31.6,58.5
T1453,Demolition,Cloudy,Intermediate,3,90.4,98.0
T1454,Material Loading,Cloudy,Intermediate,4,30.2,43.4
T1455,Earth Excavation,Cloudy,Expert,7,57.5,62.6
T1456,Demolition,Sunny,Expert,2,91.2,89.6
T1457,Grading,Cloudy,Intermediate,3,36.4,40.5
T1458,Material Loading,Sunny,Intermediate,6,33.5,29.7
T1459,Earth Excavation,Sunny,Intermediate,8,63.7,77.5
T1460,Material Loading,Rainy,Intermediate,1,29.1,47.8
T1461,Trenching,Sunny,Intermediate,4,45.4,53.4
T1462,Material Loading,Rainy,Intermediate,1,29.0,45.4
T1463,Earth Excavation,Windy,Expert,2,58.0,61.8
T1464,Material Loading,Sunny,Intermediate,8,31.5,32.1
T1465,Demolition,Cloudy,Intermediate,6,90.1,96.4
T1466,Earth Excavation,Sunny,Intermediate,9,66.2,68.0
T1467,Demolition,Sunny,Expert,2,91.9,86.8
T1468,Trenching,Sunny,Intermediate,3,46.6,51.1
T1469,Demolition,Windy,Intermediate,9,100.3,117.9
T1470,Grading,Cloudy,Intermediate,9,36.7,47.7
T1471,Material Loading,Windy,Expert,6,36.4,52.9
T1472,Grading,Windy,Beginner,3,35.7,62.1
T1473,Demolition,Sunny,Expert,5,93.0,99.3
T1474,Trenching,Sunny,Intermediate,2,48.0,54.7
T1475,Trenching,Cloudy,Intermediate,7,47.1,50.4
T1476,Material Loading,Rainy,Intermediate,10,31.8,51.0
T1477,Grading,Sunny,Intermediate,8,36.3,41.9
T1478,Grading,Sunny,Beginner,6,31.7,42.6
T1479,Grading,Rainy,Expert,8,40.8,45.2
T1480,Trenching,Rainy,Intermediate,2,47.7,63.1
T1481,Grading,Sunny,Intermediate,3,41.3,45.6
T1482,Earth Excavation,Rainy,Beginner,7,64.7,90.4
T1483,Material Loading,Rainy,Intermediate,10,37.0,53.7
T1484,Earth Excavation,Rainy,Intermediate,1,60.3,79.5
T1485,Trenching,Sunny,Intermediate,7,49.9,57.1
T1486,Trenching,Cloudy,Intermediate,6,51.3,63.7
T1487,Trenching,Sunny,Intermediate,8,49.5,60.9
T1488,Grading,Sunny,Expert,7,36.9,40.2
T1489,Trenching,Cloudy,Intermediate,4,46.3,49.7
T1490,Trenching,Rainy,Expert,3,48.8,65.0
T1491,Earth Excavation,Sunny,Beginner,3,60.0,74.1
T1492,Trenching,Cloudy,Intermediate,4,49.7,50.6
T1493,Earth Excavation,Rainy,Intermediate,9,70.2,83.4
T1494,Earth Excavation,Cloudy,Intermediate,9,67.2,75.4
T1495,Material Loading,Cloudy,Expert,2,33.2,33.3
T1496,Material Loading,Rainy,Beginner,5,33.5,54.8
T1497,Material Loading,Rainy,Beginner,1,28.2,53.3
T1498,Material Loading,Sunny,Expert,4,29.4,30.4
T1499,Trenching,Sunny,Intermediate,2,43.4,50.9
T1500,Demolition,Sunny,Intermediate,8,95.7,105.1
T1501,Material Loading,Rainy,Intermediate,4,30.8,52.4
T1502,Material Loading,Rainy,Expert,5,32.4,30.0
T1503,Earth Excavation,Sunny,Beginner,4,63.3,70.4
T1504,Trenching,Sunny,Beginner,5,45.0,53.9
T1505,Trenching,Rainy,Intermediate,5,46.0,61.2
T1506,Trenching,Sunny,Expert,5,48.5,49.3
T1507,Material Loading,Cloudy,Intermediate,3,30.6,41.2
T1508,Material Loading,Sunny,Intermediate,7,32.9,33.3
T1509,Material Loading,Rainy,Intermediate,3,28.4,40.9
T1510,Grading,Windy,Expert,2,35.4,38.3
T1511,Grading,Sunny,Expert,3,41.5,35.4
T1512,Grading,Rainy,Expert,3,35.2,47.1
T1513,Demolition,Sunny,Beginner,8,90.6,100.4
T1514,Earth Excavation,Rainy,Beginner,4,64.9,90.3
T1515,Earth Excavation,Rainy,Intermediate,3,63.1,85.0
T1516,Earth Excavation,Sunny,Expert,10,65.6,70.3
T1517,Material Loading,Rainy,Intermediate,5,28.5,43.4
T1518,Demolition,Windy,Intermediate,4,88.5,101.0
T1519,Earth Excavation,Sunny,Expert,9,59.9,56.2
T1520,Demolition,Sunny,Beginner,8,95.3,109.6
T1521,Earth Excavation,Cloudy,Intermediate,7,66.6,74.1
T1522,Demolition,Rainy,Intermediate,8,95.4,107.7
T1523,Trenching,Windy,Intermediate,5,53.3,60.7
T1524,Earth Excavation,Rainy,Expert,4,60.7,65.2
T1525,Material Loading,Cloudy,Intermediate,7,32.5,47.3
T1526,Earth Excavation,Sunny,Intermediate,1,60.8,60.1
T1527,Trenching,Cloudy,Intermediate,6,47.3,60.6
T1528,Trenching,Windy,Intermediate,8,50.5,62.7
T1529,Grading,Rainy,Intermediate,7,36.6,53.5
T1530,Material Loading,Sunny,Intermediate,2,26.8,36.2
T1531,Trenching,Sunny,Beginner,7,43.1,56.3
T1532,Material Loading,Sunny,Beginner,6,34.4,45.7
T1533,Grading,Sunny,Intermediate,5,35.9,37.2
T1534,Earth Excavation,Sunny,Intermediate,4,58.5,65.7
T1535,Trenching,Rainy,Expert,1,43.6,60.5
T1536,Earth Excavation,Rainy,Expert,2,66.9,70.1
T1537,Earth Excavation,Sunny,Expert,7,60.2,62.1
T1538,Grading,Rainy,Intermediate,10,42.2,60.2
T1539,Earth Excavation,Sunny,Intermediate,3,62.8,72.0
T1540,Material Loading,Sunny,Intermediate,5,36.5,34.9
T1541,Grading,Sunny,Intermediate,8,38.6,48.7
T1542,Earth Excavation,Rainy,Beginner,8,59.3,76.6
T1543,Material Loading,Sunny,Intermediate,6,36.0,47.2
T1544,Earth Excavation,Sunny,Expert,5,61.8,63.8
T1545,Demolition,Sunny,Intermediate,2,94.8,103.2
T1546,Material Loading,Cloudy,Beginner,9,36.9,57.5
T1547,Grading,Sunny,Expert,1,38.5,39.5
T1548,Material Loading,Cloudy,Intermediate,2,38.1,47.1
T1549,Earth Excavation,Cloudy,Expert,1,61.3,67.7
T1550,Material Loading,Cloudy,Expert,4,36.3,42.4
T1551,Demolition,Windy,Expert,4,90.8,95.2
T1552,Material Loading,Sunny,Intermediate,5,34.1,42.2
T1553,Grading,Sunny,Intermediate,5,36.0,47.6
T1554,Demolition,Windy,Intermediate,8,95.4,105.5
T1555,Earth Excavation,Rainy,Intermediate,3,62.6,79.6
T1556,Earth Excavation,Rainy,Intermediate,6,56.8,77.9
T1557,Material Loading,Cloudy,Intermediate,3,29.7,39.3
T1558,Trenching,Cloudy,Intermediate,2,46.7,51.8
T1559,Grading,Windy,Intermediate,8,32.2,41.7
T1560,Demolition,Windy,Expert,1,90.2,94.7
T1561,Trenching,Cloudy,Expert,9,52.5,57.6
T1562,Earth Excavation,Sunny,Intermediate,7,67.4,74.6
T1563,Grading,Cloudy,Beginner,10,37.7,53.1
T1564,Earth Excavation,Sunny,Expert,4,66.1,69.3
T1565,Grading,Sunny,Intermediate,3,40.1,58.1
T1566,Trenching,Windy,Expert,6,41.6,50.3
T1567,Material Loading,Sunny,Expert,9,34.8,35.4
T1568,Earth Excavation,Sunny,Beginner,9,65.2,79.6
T1569,Material Loading,Sunny,Expert,4,36.6,31.8
T1570,Trenching,Cloudy,Beginner,10,50.9,69.3
T1571,Material Loading,Rainy,Intermediate,5,36.7,48.9
T1572,Earth Excavation,Cloudy,Intermediate,9,62.2,71.6
T1573,Grading,Sunny,Beginner,2,31.2,42.0
T1574,Demolition,Cloudy,Expert,2,89.1,89.1
T1575,Earth Excavation,Cloudy,Beginner,5,67.2,86.8
T1576,Earth Excavation,Sunny,Intermediate,1,63.3,67.1
T1577,Earth Excavation,Sunny,Intermediate,8,71.0,71.3
T1578,Material Loading,Sunny,Expert,5,28.2,31.3
T1579,Material Loading,Windy,Expert,10,38.1,41.8
T1580,Material Loading,Cloudy,Expert,2,33.3,27.8
T1581,Earth Excavation,Windy,Intermediate,9,63.6,82.1
T1582,Trenching,Sunny,Intermediate,2,48.3,48.0
T1583,Material Loading,Cloudy,Beginner,7,33.9,56.9
T1584,Material Loading,Cloudy,Beginner,8,35.4,48.5
T1585,Demolition,Cloudy,Intermediate,6,95.0,99.3
T1586,Earth Excavation,Windy,Intermediate,7,66.4,74.5
T1587,Grading,Sunny,Intermediate,1,35.8,43.6
T1588,Trenching,Sunny,Expert,4,52.3,49.1
T1589,Trenching,Cloudy,Intermediate,7,47.9,50.5
T1590,Grading,Cloudy,Beginner,1,41.2,56.3
T1591,Grading,Rainy,Intermediate,1,32.1,44.5
T1592,Demolition,Sunny,Expert,6,90.0,90.7
T1593,Earth Excavation,Rainy,Expert,4,59.2,73.6
T1594,Earth Excavation,Sunny,Expert,3,64.4,62.3
T1595,Grading,Sunny,Beginner,5,35.1,51.6
T1596,Material Loading,Cloudy,Expert,9,39.0,44.8
T1597,Earth Excavation,Cloudy,Intermediate,10,63.4,73.3
T1598,Earth Excavation,Sunny,Beginner,10,66.2,81.1
T1599,Earth Excavation,Sunny,Expert,10,66.9,60.1
T1600,Demolition,Sunny,Intermediate,3,88.5,95.9
T1601,Earth Excavation,Sunny,Intermediate,5,58.3,68.7
T1602,Trenching,Cloudy,Intermediate,10,50.8,58.1
T1603,Earth Excavation,Windy,Intermediate,5,61.7,81.8
T1604,Trenching,Sunny,Expert,9,51.0,56.4
T1605,Earth Excavation,Cloudy,Intermediate,10,61.0,66.0
T1606,Material Loading,Windy,Intermediate,4,30.9,42.4
T1607,Earth Excavation,Cloudy,Intermediate,1,60.0,59.0
T1608,Grading,Sunny,Intermediate,10,32.7,37.4
T1609,Earth Excavation,Windy,Intermediate,5,65.5,79.9
T1610,Material Loading,Sunny,Intermediate,1,28.2,32.2
T1611,Demolition,Sunny,Intermediate,6,97.5,103.9
T1612,Material Loading,Sunny,Intermediate,10,32.9,35.6
T1613,Material Loading,Rainy,Expert,10,33.4,41.1
T1614,Trenching,Sunny,Intermediate,7,44.8,57.3
T1615,Trenching,Sunny,Intermediate,1,48.9,56.6
T1616,Material Loading,Sunny,Intermediate,10,36.4,50.2
T1617,Demolition,Cloudy,Intermediate,4,96.2,98.2
T1618,Material Loading,Cloudy,Expert,9,33.9,42.0
T1619,Material Loading,Sunny,Expert,1,30.4,28.5
T1620,Grading,Cloudy,Intermediate,9,34.5,44.5
T1621,Material Loading,Cloudy,Expert,8,32.1,32.8
T1622,Earth Excavation,Cloudy,Intermediate,5,63.0,75.7
T1623,Material Loading,Sunny,Intermediate,6,34.2,35.7
T1624,Demolition,Cloudy,Intermediate,7,99.0,101.2
T1625,Earth Excavation,Windy,Intermediate,4,56.4,70.9
T1626,Grading,Cloudy,Intermediate,6,38.7,42.1
T1627,Earth Excavation,Sunny,Expert,7,62.4,62.3
T1628,Material Loading,Rainy,Intermediate,6,33.2,48.1
T1629,Earth Excavation,Cloudy,Expert,6,63.3,67.1
T1630,Trenching,Rainy,Expert,2,45.4,55.2
T1631,Grading,Sunny,Intermediate,5,34.1,31.9
T1632,Trenching,Sunny,Intermediate,3,42.5,45.0
T1633,Material Loading,Cloudy,Intermediate,7,32.7,44.3
T1634,Grading,Cloudy,Expert,4,32.7,38.0
T1635,Demolition,Sunny,Intermediate,1,90.2,98.7
T1636,Earth Excavation,Windy,Beginner,6,62.2,83.8
T1637,Trenching,Sunny,Intermediate,6,40.6,49.2
T1638,Earth Excavation,Cloudy,Intermediate,7,69.3,78.1
T1639,Demolition,Cloudy,Beginner,8,94.2,102.1
T1640,Demolition,Cloudy,Beginner,3,84.2,93.7
T1641,Material Loading,Windy,Intermediate,6,33.7,44.1
T1642,Grading,Sunny,Intermediate,10,39.4,48.2
T1643,Material Loading,Cloudy,Intermediate,2,27.0,32.6
T1644,Material Loading,Sunny,Intermediate,9,35.4,37.9
T1645,Earth Excavation,Cloudy,Intermediate,2,58.2,61.0
T1646,Grading,Cloudy,Intermediate,3,37.1,40.6
T1647,Earth Excavation,Cloudy,Intermediate,10,62.9,71.2
T1648,Grading,Sunny,Intermediate,2,33.3,31.7
T1649,Grading,Cloudy,Intermediate,9,39.5,50.0
T1650,Grading,Sunny,Intermediate,1,30.6,33.0
T1651,Earth Excavation,Sunny,Beginner,5,62.3,78.1
T1652,Trenching,Cloudy,Beginner,1,47.5,61.9
T1653,Earth Excavation,Rainy,Beginner,5,66.3,86.2
T1654,Trenching,Cloudy,Expert,8,52.3,54.2
T1655,Earth Excavation,Sunny,Expert,8,68.1,74.9
T1656,Demolition,Sunny,Expert,8,92.6,89.4
T1657,Material Loading,Cloudy,Expert,2,27.9,24.3
T1658,Trenching,Rainy,Intermediate,8,51.4,72.1
T1659,Trenching,Sunny,Intermediate,5,45.9,54.8
T1660,Trenching,Cloudy,Intermediate,1,45.5,56.8
T1661,Material Loading,Rainy,Beginner,7,35.7,62.4
T1662,Material Loading,Rainy,Intermediate,6,39.1,54.2
T1663,Demolition,Rainy,Expert,5,94.1,108.0
T1664,Material Loading,Cloudy,Intermediate,1,31.1,40.7
T1665,Demolition,Cloudy,Intermediate,1,87.1,87.1
T1666,Demolition,Cloudy,Intermediate,6,96.5,108.5
T1667,Earth Excavation,Sunny,Intermediate,10,66.2,76.0
T1668,Demolition,Cloudy,Intermediate,7,92.5,98.5
T1669,Earth Excavation,Cloudy,Expert,10,63.6,64.2
T1670,Grading,Cloudy,Intermediate,10,38.8,47.8
T1671,Trenching,Sunny,Expert,1,45.6,42.5
T1672,Demolition,Cloudy,Intermediate,9,90.1,96.3
T1673,Demolition,Cloudy,Expert,4,95.7,97.6
T1674,Grading,Sunny,Intermediate,5,40.6,45.2
T1675,Grading,Sunny,Intermediate,2,35.5,40.8
T1676,Trenching,Windy,Intermediate,10,48.8,65.2
T1677,Earth Excavation,Sunny,Expert,8,63.9,62.5
T1678,Trenching,Windy,Expert,2,46.4,44.6
T1679,Earth Excavation,Cloudy,Beginner,3,60.6,75.6
T1680,Grading,Cloudy,Beginner,9,42.5,58.3
T1681,Trenching,Sunny,Expert,2,41.7,34.8
T1682,Demolition,Sunny,Intermediate,6,90.9,97.2
T1683,Material Loading,Windy,Intermediate,4,34.3,44.6
T1684,Grading,Sunny,Intermediate,7,39.5,48.3
T1685,Earth Excavation,Cloudy,Beginner,6,61.0,75.9
T1686,Demolition,Sunny,Expert,10,96.2,96.0
T1687,Demolition,Sunny,Expert,9,92.1,94.7
T1688,Material Loading,Sunny,Intermediate,9,33.6,40.2
T1689,Material Loading,Rainy,Intermediate,10,38.1,58.2
T1690,Grading,Windy,Expert,4,39.8,49.2
T1691,Earth Excavation,Sunny,Beginner,1,61.4,74.9
T1692,Material Loading,Sunny,Expert,2,27.8,25.1
T1693,Trenching,Sunny,Intermediate,8,47.9,57.0
T1694,Earth Excavation,Rainy,Intermediate,10,65.3,86.5
T1695,Trenching,Sunny,Expert,8,53.4,62.5
T1696,Earth Excavation,Cloudy,Intermediate,2,55.7,58.2
T1697,Earth Excavation,Rainy,Intermediate,4,59.4,75.5
T1698,Earth Excavation,Rainy,Intermediate,1,63.9,74.1
T1699,Demolition,Sunny,Intermediate,7,97.6,113.5
T1700,Material Loading,Windy,Intermediate,4,31.8,34.5
T1701,Demolition,Sunny,Expert,8,98.6,92.8
T1702,Trenching,Sunny,Expert,9,47.3,53.8
T1703,Trenching,Cloudy,Intermediate,9,45.0,61.4
T1704,Material Loading,Rainy,Intermediate,3,33.9,56.9
T1705,Trenching,Sunny,Beginner,5,51.4,61.2
T1706,Earth Excavation,Sunny,Beginner,6,66.8,90.1
T1707,Material Loading,Cloudy,Intermediate,6,30.4,40.4
T1708,Earth Excavation,Sunny,Expert,10,65.6,76.5
T1709,Material Loading,Cloudy,Intermediate,8,36.5,45.4
T1710,Material Loading,Cloudy,Expert,6,33.9,36.7
T1711,Earth Excavation,Sunny,Beginner,6,67.3,80.8
T1712,Earth Excavation,Rainy,Intermediate,4,60.8,75.6
T1713,Grading,Sunny,Intermediate,7,38.3,42.1
T1714,Trenching,Cloudy,Intermediate,8,49.7,61.9
T1715,Earth Excavation,Rainy,Beginner,3,64.0,87.5
T1716,Demolition,Sunny,Expert,7,92.9,92.1
T1717,Earth Excavation,Rainy,Intermediate,3,64.3,84.0
T1718,Grading,Windy,Expert,8,43.8,54.6
T1719,Demolition,Sunny,Intermediate,1,88.9,101.4
T1720,Earth Excavation,Windy,Expert,1,60.0,60.7
T1721,Earth Excavation,Sunny,Intermediate,6,65.9,70.2
T1722,Earth Excavation,Sunny,Expert,10,70.8,70.1
T1723,Trenching,Sunny,Beginner,9,51.4,81.7
T1724,Earth Excavation,Sunny,Expert,4,59.6,65.4
T1725,Grading,Sunny,Expert,6,38.6,40.8
T1726,Earth Excavation,Sunny,Beginner,5,65.4,77.0
T1727,Material Loading,Windy,Beginner,1,28.1,46.7
T1728,Demolition,Cloudy,Intermediate,6,89.8,98.3
T1729,Grading,Cloudy,Expert,9,38.5,39.3
T1730,Material Loading,Sunny,Intermediate,3,33.5,38.3
T1731,Trenching,Sunny,Intermediate,3,42.4,48.1
T1732,Material Loading,Sunny,Beginner,2,28.9,41.8
T1733,Material Loading,Cloudy,Beginner,4,32.8,40.7
T1734,Trenching,Windy,Expert,10,53.3,51.9
T1735,Earth Excavation,Sunny,Beginner,3,62.4,74.2
T1736,Demolition,Sunny,Intermediate,2,92.1,103.5
T1737,Trenching,Rainy,Expert,1,48.5,57.8
T1738,Earth Excavation,Sunny,Intermediate,3,66.3,69.5
T1739,Trenching,Sunny,Intermediate,10,54.5,61.6
T1740,Trenching,Rainy,Beginner,6,41.9,63.1
T1741,Grading,Cloudy,Intermediate,9,39.8,48.6
T1742,Grading,Sunny,Intermediate,5,40.2,49.1
T1743,Grading,Sunny,Expert,3,41.6,37.8
T1744,Earth Excavation,Windy,Intermediate,5,64.4,73.6
T1745,Trenching,Sunny,Intermediate,5,44.9,49.5
T1746,Material Loading,Sunny,Intermediate,5,30.3,30.8
T1747,Earth Excavation,Sunny,Intermediate,7,61.4,72.6
T1748,Earth Excavation,Sunny,Expert,5,63.4,63.6
T1749,Grading,Sunny,Intermediate,7,37.1,48.1
T1750,Earth Excavation,Cloudy,Intermediate,9,55.4,60.1
T1751,Material Loading,Sunny,Intermediate,5,29.0,38.5
T1752,Earth Excavation,Sunny,Intermediate,2,59.7,68.0
T1753,Earth Excavation,Cloudy,Beginner,5,58.4,78.3
T1754,Earth Excavation,Rainy,Intermediate,8,60.4,71.7
T1755,Demolition,Cloudy,Intermediate,4,98.2,106.3
T1756,Grading,Cloudy,Expert,2,36.0,30.9
T1757,Demolition,Sunny,Intermediate,10,93.8,105.4
T1758,Material Loading,Cloudy,Expert,3,33.5,32.9
T1759,Earth Excavation,Rainy,Expert,9,67.9,82.8
T1760,Material Loading,Windy,Intermediate,9,41.2,60.0
T1761,Trenching,Rainy,Intermediate,8,54.1,69.1
T1762,Grading,Windy,Beginner,8,40.3,52.8
T1763,Earth Excavation,Cloudy,Intermediate,8,59.4,75.2
T1764,Material Loading,Sunny,Expert,8,31.0,34.8
T1765,Earth Excavation,Rainy,Intermediate,8,62.8,84.4
T1766,Trenching,Windy,Intermediate,1,47.0,51.0
T1767,Grading,Cloudy,Intermediate,6,38.3,55.0
T1768,Material Loading,Sunny,Intermediate,9,30.1,40.0
T1769,Trenching,Cloudy,Beginner,8,44.0,65.3
T1770,Trenching,Sunny,Expert,3,47.3,44.3
T1771,Trenching,Sunny,Intermediate,1,45.9,49.4
T1772,Grading,Sunny,Expert,2,35.4,30.3
T1773,Demolition,Sunny,Intermediate,2,92.4,99.2
T1774,Demolition,Cloudy,Intermediate,7,97.2,107.2
T1775,Grading,Sunny,Intermediate,6,38.9,43.2
T1776,Trenching,Cloudy,Beginner,2,43.2,56.4
T1777,Grading,Sunny,Intermediate,8,44.7,46.6
T1778,Trenching,Sunny,Expert,9,49.0,58.4
T1779,Earth Excavation,Sunny,Expert,7,63.6,69.2
T1780,Grading,Sunny,Intermediate,4,35.0,37.9
T1781,Earth Excavation,Sunny,Intermediate,1,57.3,58.5
T1782,Demolition,Sunny,Beginner,4,89.0,106.7
T1783,Material Loading,Rainy,Expert,4,28.4,38.8
T1784,Material Loading,Sunny,Beginner,8,25.0,34.9
T1785,Material Loading,Sunny,Expert,4,31.5,25.7
T1786,Demolition,Sunny,Intermediate,4,95.3,99.5
T1787,Material Loading,Cloudy,Intermediate,2,28.0,29.9
T1788,Material Loading,Windy,Expert,10,42.7,46.0
T1789,Earth Excavation,Rainy,Beginner,7,67.7,90.9
T1790,Material Loading,Sunny,Intermediate,4,31.9,35.9
T1791,Earth Excavation,Sunny,Intermediate,6,59.7,72.6
T1792,Grading,Windy,Intermediate,3,31.7,40.7
T1793,Material Loading,Sunny,Intermediate,7,33.2,30.7
T1794,Grading,Sunny,Intermediate,6,38.2,51.6
T1795,Earth Excavation,Sunny,Expert,3,60.9,54.2
T1796,Earth Excavation,Sunny,Beginner,4,65.2,68.2
T1797,Grading,Sunny,Expert,10,44.5,47.5
T1798,Earth Excavation,Cloudy,Intermediate,5,63.9,70.1
T1799,Earth Excavation,Sunny,Intermediate,9,66.1,77.5
T1800,Earth Excavation,Cloudy,Intermediate,6,62.1,76.4
T1801,Demolition,Sunny,Beginner,4,92.0,101.6
T1802,Grading,Sunny,Beginner,7,39.7,49.3
T1803,Trenching,Windy,Expert,2,45.0,51.9
T1804,Trenching,Sunny,Intermediate,4,49.0,53.2
T1805,Trenching,Cloudy,Beginner,5,44.3,59.4
T1806,Grading,Rainy,Beginner,4,34.8,51.1
T1807,Material Loading,Sunny,Expert,4,28.9,27.3
T1808,Earth Excavation,Windy,Expert,9,62.5,81.9
T1809,Earth Excavation,Sunny,Intermediate,2,60.1,59.0
T1810,Earth Excavation,Cloudy,Beginner,6,66.1,77.6
T1811,Material Loading,Sunny,Intermediate,8,34.1,39.9
T1812,Grading,Cloudy,Beginner,8,35.1,52.0
T1813,Earth Excavation,Sunny,Beginner,7,59.3,67.9
T1814,Earth Excavation,Rainy,Intermediate,10,63.8,81.1
T1815,Earth Excavation,Cloudy,Intermediate,4,64.5,77.1
T1816,Demolition,Windy,Intermediate,7,97.7,107.1
T1817,Trenching,Windy,Intermediate,10,45.2,59.5
T1818,Grading,Cloudy,Expert,6,39.1,34.0
T1819,Material Loading,Windy,Expert,6,31.8,39.8
T1820,Trenching,Sunny,Intermediate,2,45.0,47.1
T1821,Earth Excavation,Sunny,Intermediate,8,60.8,68.0
T1822,Earth Excavation,Sunny,Intermediate,8,63.3,71.0
T1823,Material Loading,Sunny,Intermediate,7,30.2,31.8
T1824,Grading,Sunny,Expert,9,38.7,48.5
T1825,Material Loading,Rainy,Intermediate,8,37.4,57.8
T1826,Material Loading,Sunny,Expert,9,36.4,43.9
T1827,Earth Excavation,Cloudy,Expert,9,70.2,79.4
T1828,Demolition,Sunny,Intermediate,6,94.6,92.3
T1829,Grading,Sunny,Intermediate,2,36.5,37.4
T1830,Trenching,Rainy,Beginner,7,50.2,80.3
T1831,Demolition,Cloudy,Intermediate,3,89.2,97.0
T1832,Material Loading,Cloudy,Intermediate,7,27.2,34.3
T1833,Material Loading,Cloudy,Intermediate,9,36.9,45.6
T1834,Grading,Sunny,Expert,10,34.6,41.8
